date,team,priority,request_count
2023-12-19,Sanctions,High,35
2023-12-20,KYC,Low,163
2023-12-20,KYC,High,14
2023-12-20,Payments,Low,24
2023-12-20,Payments,High,73
2023-12-20,Sanctions,Low,0
2023-12-20,Sanctions,High,49
2023-12-21,KYC,Low,196
2023-12-21,KYC,High,14
2023-12-21,Payments,Low,20
2023-12-21,Payments,High,64
2023-12-21,Sanctions,Low,2
2023-12-21,Sanctions,High,33
2023-12-22,KYC,Low,182
2023-12-22,KYC,High,21
2023-12-22,Payments,Low,34
2023-12-22,Payments,High,128
2023-12-22,Sanctions,Low,1
2023-12-22,Sanctions,High,24
2023-12-23,KYC,Low,162
2023-12-23,KYC,High,22
2023-12-23,Payments,Low,20
2023-12-23,Payments,High,84
2023-12-23,Sanctions,Low,0
2023-12-23,Sanctions,High,40
2023-12-24,KYC,Low,147
2023-12-24,KYC,High,21
2023-12-24,Payments,Low,19
2023-12-24,Payments,High,77
2023-12-24,Sanctions,Low,0
2023-12-24,Sanctions,High,62
2023-12-25,KYC,Low,185
2023-12-25,KYC,High,28
2023-12-25,Payments,Low,16
2023-12-25,Payments,High,64
2023-12-25,Sanctions,Low,1
2023-12-25,Sanctions,High,32
2023-12-26,KYC,Low,172
2023-12-26,KYC,High,18
2023-12-26,Payments,Low,24
2023-12-26,Payments,High,100
2023-12-26,Sanctions,Low,0
2023-12-26,Sanctions,High,29
2023-12-27,KYC,Low,170
2023-12-27,KYC,High,28
2023-12-27,Payments,Low,20
2023-12-27,Payments,High,72
2023-12-27,Sanctions,Low,2
2023-12-27,Sanctions,High,39
2023-12-28,KYC,Low,176
2023-12-28,KYC,High,25
2023-12-28,Payments,Low,14
2023-12-28,Payments,High,79
2023-12-28,Sanctions,Low,1
2023-12-28,Sanctions,High,23
2023-12-29,KYC,Low,149
2023-12-29,KYC,High,17
2023-12-29,Payments,Low,35
2023-12-29,Payments,High,144
2023-12-29,Sanctions,Low,0
2023-12-29,Sanctions,High,37
2023-12-30,KYC,Low,150
2023-12-30,KYC,High,18
2023-12-30,Payments,Low,25
2023-12-30,Payments,High,73
2023-12-30,Sanctions,Low,1
2023-12-30,Sanctions,High,20
2023-12-31,KYC,Low,172
2023-12-31,KYC,High,18
2023-12-31,Payments,Low,27
2023-12-31,Payments,High,122
2023-12-31,Sanctions,Low,0
2023-12-31,Sanctions,High,42
2024-01-01,KYC,Low,189
2024-01-01,KYC,High,20
2024-01-01,Payments,Low,29
2024-01-01,Payments,High,70
2024-01-01,Sanctions,Low,1
2024-01-01,Sanctions,High,32
2024-01-02,KYC,Low,178
2024-01-02,KYC,High,29
2024-01-02,Payments,Low,36
2024-01-02,Payments,High,94
2024-01-02,Sanctions,Low,1
2024-01-02,Sanctions,High,27
2024-01-03,KYC,Low,201
2024-01-03,KYC,High,20
2024-01-03,Payments,Low,26
2024-01-03,Payments,High,91
2024-01-03,Sanctions,Low,0
2024-01-03,Sanctions,High,39
2024-01-04,KYC,Low,150
2024-01-04,KYC,High,24
2024-01-04,Payments,Low,10
2024-01-04,Payments,High,78
2024-01-04,Sanctions,Low,0
2024-01-04,Sanctions,High,35
2024-01-05,KYC,Low,149
2024-01-05,KYC,High,10
2024-01-05,Payments,Low,49
2024-01-05,Payments,High,174
2024-01-05,Sanctions,Low,1
2024-01-05,Sanctions,High,29
2024-01-06,KYC,Low,156
2024-01-06,KYC,High,11
2024-01-06,Payments,Low,26
2024-01-06,Payments,High,75
2024-01-06,Sanctions,Low,1
2024-01-06,Sanctions,High,21
2024-01-07,KYC,Low,157
2024-01-07,KYC,High,29
2024-01-07,Payments,Low,22
2024-01-07,Payments,High,84
2024-01-07,Sanctions,Low,5
2024-01-07,Sanctions,High,147
2024-01-08,KYC,Low,170
2024-01-08,KYC,High,15
2024-01-08,Payments,Low,24
2024-01-08,Payments,High,96
2024-01-08,Sanctions,Low,0
2024-01-08,Sanctions,High,25
2024-01-09,KYC,Low,216
2024-01-09,KYC,High,16
2024-01-09,Payments,Low,21
2024-01-09,Payments,High,74
2024-01-09,Sanctions,Low,1
2024-01-09,Sanctions,High,28
2024-01-10,KYC,Low,178
2024-01-10,KYC,High,17
2024-01-10,Payments,Low,23
2024-01-10,Payments,High,101
2024-01-10,Sanctions,Low,2
2024-01-10,Sanctions,High,36
2024-01-11,KYC,Low,180
2024-01-11,KYC,High,20
2024-01-11,Payments,Low,25
2024-01-11,Payments,High,84
2024-01-11,Sanctions,Low,1
2024-01-11,Sanctions,High,24
2024-01-12,KYC,Low,172
2024-01-12,KYC,High,12
2024-01-12,Payments,Low,38
2024-01-12,Payments,High,138
2024-01-12,Sanctions,Low,1
2024-01-12,Sanctions,High,27
2024-01-13,KYC,Low,166
2024-01-13,KYC,High,16
2024-01-13,Payments,Low,23
2024-01-13,Payments,High,72
2024-01-13,Sanctions,Low,0
2024-01-13,Sanctions,High,39
2024-01-14,KYC,Low,161
2024-01-14,KYC,High,17
2024-01-14,Payments,Low,26
2024-01-14,Payments,High,80
2024-01-14,Sanctions,Low,0
2024-01-14,Sanctions,High,35
2024-01-15,KYC,Low,185
2024-01-15,KYC,High,21
2024-01-15,Payments,Low,22
2024-01-15,Payments,High,83
2024-01-15,Sanctions,Low,3
2024-01-15,Sanctions,High,30
2024-01-16,KYC,Low,191
2024-01-16,KYC,High,16
2024-01-16,Payments,Low,21
2024-01-16,Payments,High,92
2024-01-16,Sanctions,Low,0
2024-01-16,Sanctions,High,36
2024-01-17,KYC,Low,180
2024-01-17,KYC,High,18
2024-01-17,Payments,Low,22
2024-01-17,Payments,High,95
2024-01-17,Sanctions,Low,0
2024-01-17,Sanctions,High,27
2024-01-18,KYC,Low,183
2024-01-18,KYC,High,20
2024-01-18,Payments,Low,27
2024-01-18,Payments,High,92
2024-01-18,Sanctions,Low,0
2024-01-18,Sanctions,High,27
2024-01-19,KYC,Low,166
2024-01-19,KYC,High,18
2024-01-19,Payments,Low,46
2024-01-19,Payments,High,173
2024-01-19,Sanctions,Low,4
2024-01-19,Sanctions,High,113
2024-01-20,KYC,Low,167
2024-01-20,KYC,High,22
2024-01-20,Payments,Low,15
2024-01-20,Payments,High,91
2024-01-20,Sanctions,Low,0
2024-01-20,Sanctions,High,40
2024-01-21,KYC,Low,141
2024-01-21,KYC,High,11
2024-01-21,Payments,Low,26
2024-01-21,Payments,High,84
2024-01-21,Sanctions,Low,0
2024-01-21,Sanctions,High,23
2024-01-22,KYC,Low,180
2024-01-22,KYC,High,20
2024-01-22,Payments,Low,21
2024-01-22,Payments,High,84
2024-01-22,Sanctions,Low,1
2024-01-22,Sanctions,High,31
2024-01-23,KYC,Low,189
2024-01-23,KYC,High,17
2024-01-23,Payments,Low,14
2024-01-23,Payments,High,89
2024-01-23,Sanctions,Low,1
2024-01-23,Sanctions,High,38
2024-01-24,KYC,Low,184
2024-01-24,KYC,High,17
2024-01-24,Payments,Low,15
2024-01-24,Payments,High,89
2024-01-24,Sanctions,Low,0
2024-01-24,Sanctions,High,42
2024-01-25,KYC,Low,170
2024-01-25,KYC,High,17
2024-01-25,Payments,Low,19
2024-01-25,Payments,High,78
2024-01-25,Sanctions,Low,0
2024-01-25,Sanctions,High,30
2024-01-26,KYC,Low,168
2024-01-26,KYC,High,18
2024-01-26,Payments,Low,42
2024-01-26,Payments,High,162
2024-01-26,Sanctions,Low,0
2024-01-26,Sanctions,High,30
2024-01-27,KYC,Low,146
2024-01-27,KYC,High,15
2024-01-27,Payments,Low,25
2024-01-27,Payments,High,67
2024-01-27,Sanctions,Low,0
2024-01-27,Sanctions,High,26
2024-01-28,KYC,Low,146
2024-01-28,KYC,High,11
2024-01-28,Payments,Low,15
2024-01-28,Payments,High,79
2024-01-28,Sanctions,Low,0
2024-01-28,Sanctions,High,33
2024-01-29,KYC,Low,168
2024-01-29,KYC,High,18
2024-01-29,Payments,Low,32
2024-01-29,Payments,High,93
2024-01-29,Sanctions,Low,0
2024-01-29,Sanctions,High,23
2024-01-30,KYC,Low,168
2024-01-30,KYC,High,26
2024-01-30,Payments,Low,27
2024-01-30,Payments,High,95
2024-01-30,Sanctions,Low,2
2024-01-30,Sanctions,High,35
2024-01-31,KYC,Low,180
2024-01-31,KYC,High,22
2024-01-31,Payments,Low,42
2024-01-31,Payments,High,152
2024-01-31,Sanctions,Low,0
2024-01-31,Sanctions,High,36
2024-02-01,KYC,Low,154
2024-02-01,KYC,High,20
2024-02-01,Payments,Low,23
2024-02-01,Payments,High,89
2024-02-01,Sanctions,Low,0
2024-02-01,Sanctions,High,33
2024-02-02,KYC,Low,173
2024-02-02,KYC,High,25
2024-02-02,Payments,Low,125
2024-02-02,Payments,High,535
2024-02-02,Sanctions,Low,1
2024-02-02,Sanctions,High,52
2024-02-03,KYC,Low,144
2024-02-03,KYC,High,19
2024-02-03,Payments,Low,51
2024-02-03,Payments,High,237
2024-02-03,Sanctions,Low,0
2024-02-03,Sanctions,High,29
2024-02-04,KYC,Low,146
2024-02-04,KYC,High,17
2024-02-04,Payments,Low,20
2024-02-04,Payments,High,99
2024-02-04,Sanctions,Low,2
2024-02-04,Sanctions,High,20
2024-02-05,KYC,Low,178
2024-02-05,KYC,High,15
2024-02-05,Payments,Low,20
2024-02-05,Payments,High,82
2024-02-05,Sanctions,Low,0
2024-02-05,Sanctions,High,26
2024-02-06,KYC,Low,183
2024-02-06,KYC,High,19
2024-02-06,Payments,Low,20
2024-02-06,Payments,High,82
2024-02-06,Sanctions,Low,1
2024-02-06,Sanctions,High,44
2024-02-07,KYC,Low,177
2024-02-07,KYC,High,15
2024-02-07,Payments,Low,21
2024-02-07,Payments,High,73
2024-02-07,Sanctions,Low,0
2024-02-07,Sanctions,High,35
2024-02-08,KYC,Low,174
2024-02-08,KYC,High,18
2024-02-08,Payments,Low,22
2024-02-08,Payments,High,97
2024-02-08,Sanctions,Low,1
2024-02-08,Sanctions,High,39
2024-02-09,KYC,Low,151
2024-02-09,KYC,High,20
2024-02-09,Payments,Low,52
2024-02-09,Payments,High,144
2024-02-09,Sanctions,Low,1
2024-02-09,Sanctions,High,32
2024-02-10,KYC,Low,155
2024-02-10,KYC,High,19
2024-02-10,Payments,Low,19
2024-02-10,Payments,High,97
2024-02-10,Sanctions,Low,1
2024-02-10,Sanctions,High,42
2024-02-11,KYC,Low,166
2024-02-11,KYC,High,22
2024-02-11,Payments,Low,24
2024-02-11,Payments,High,71
2024-02-11,Sanctions,Low,0
2024-02-11,Sanctions,High,34
2024-02-12,KYC,Low,175
2024-02-12,KYC,High,21
2024-02-12,Payments,Low,27
2024-02-12,Payments,High,82
2024-02-12,Sanctions,Low,0
2024-02-12,Sanctions,High,24
2024-02-13,KYC,Low,190
2024-02-13,KYC,High,18
2024-02-13,Payments,Low,22
2024-02-13,Payments,High,73
2024-02-13,Sanctions,Low,0
2024-02-13,Sanctions,High,41
2024-02-14,KYC,Low,193
2024-02-14,KYC,High,25
2024-02-14,Payments,Low,25
2024-02-14,Payments,High,76
2024-02-14,Sanctions,Low,3
2024-02-14,Sanctions,High,162
2024-02-15,KYC,Low,166
2024-02-15,KYC,High,15
2024-02-15,Payments,Low,32
2024-02-15,Payments,High,85
2024-02-15,Sanctions,Low,0
2024-02-15,Sanctions,High,30
2024-02-16,KYC,Low,179
2024-02-16,KYC,High,25
2024-02-16,Payments,Low,41
2024-02-16,Payments,High,169
2024-02-16,Sanctions,Low,0
2024-02-16,Sanctions,High,22
2024-02-17,KYC,Low,153
2024-02-17,KYC,High,17
2024-02-17,Payments,Low,26
2024-02-17,Payments,High,94
2024-02-17,Sanctions,Low,0
2024-02-17,Sanctions,High,32
2024-02-18,KYC,Low,174
2024-02-18,KYC,High,19
2024-02-18,Payments,Low,32
2024-02-18,Payments,High,79
2024-02-18,Sanctions,Low,0
2024-02-18,Sanctions,High,28
2024-02-19,KYC,Low,148
2024-02-19,KYC,High,23
2024-02-19,Payments,Low,25
2024-02-19,Payments,High,78
2024-02-19,Sanctions,Low,1
2024-02-19,Sanctions,High,43
2024-02-20,KYC,Low,205
2024-02-20,KYC,High,25
2024-02-20,Payments,Low,28
2024-02-20,Payments,High,98
2024-02-20,Sanctions,Low,1
2024-02-20,Sanctions,High,45
2024-02-21,KYC,Low,173
2024-02-21,KYC,High,24
2024-02-21,Payments,Low,34
2024-02-21,Payments,High,100
2024-02-21,Sanctions,Low,2
2024-02-21,Sanctions,High,39
2024-02-22,KYC,Low,171
2024-02-22,KYC,High,24
2024-02-22,Payments,Low,30
2024-02-22,Payments,High,74
2024-02-22,Sanctions,Low,2
2024-02-22,Sanctions,High,40
2024-02-23,KYC,Low,159
2024-02-23,KYC,High,15
2024-02-23,Payments,Low,38
2024-02-23,Payments,High,155
2024-02-23,Sanctions,Low,1
2024-02-23,Sanctions,High,52
2024-02-24,KYC,Low,154
2024-02-24,KYC,High,16
2024-02-24,Payments,Low,24
2024-02-24,Payments,High,80
2024-02-24,Sanctions,Low,1
2024-02-24,Sanctions,High,32
2024-02-25,KYC,Low,146
2024-02-25,KYC,High,18
2024-02-25,Payments,Low,30
2024-02-25,Payments,High,90
2024-02-25,Sanctions,Low,1
2024-02-25,Sanctions,High,41
2024-02-26,KYC,Low,180
2024-02-26,KYC,High,19
2024-02-26,Payments,Low,24
2024-02-26,Payments,High,70
2024-02-26,Sanctions,Low,0
2024-02-26,Sanctions,High,32
2024-02-27,KYC,Low,198
2024-02-27,KYC,High,24
2024-02-27,Payments,Low,26
2024-02-27,Payments,High,86
2024-02-27,Sanctions,Low,0
2024-02-27,Sanctions,High,39
2024-02-28,KYC,Low,177
2024-02-28,KYC,High,23
2024-02-28,Payments,Low,25
2024-02-28,Payments,High,89
2024-02-28,Sanctions,Low,2
2024-02-28,Sanctions,High,30
2024-02-29,KYC,Low,167
2024-02-29,KYC,High,17
2024-02-29,Payments,Low,33
2024-02-29,Payments,High,136
2024-02-29,Sanctions,Low,0
2024-02-29,Sanctions,High,41
2024-03-01,KYC,Low,174
2024-03-01,KYC,High,18
2024-03-01,Payments,Low,40
2024-03-01,Payments,High,173
2024-03-01,Sanctions,Low,3
2024-03-01,Sanctions,High,35
2024-03-02,KYC,Low,151
2024-03-02,KYC,High,18
2024-03-02,Payments,Low,22
2024-03-02,Payments,High,70
2024-03-02,Sanctions,Low,2
2024-03-02,Sanctions,High,34
2024-03-03,KYC,Low,173
2024-03-03,KYC,High,27
2024-03-03,Payments,Low,25
2024-03-03,Payments,High,86
2024-03-03,Sanctions,Low,0
2024-03-03,Sanctions,High,31
2024-03-04,KYC,Low,183
2024-03-04,KYC,High,16
2024-03-04,Payments,Low,24
2024-03-04,Payments,High,83
2024-03-04,Sanctions,Low,0
2024-03-04,Sanctions,High,42
2024-03-05,KYC,Low,188
2024-03-05,KYC,High,26
2024-03-05,Payments,Low,30
2024-03-05,Payments,High,97
2024-03-05,Sanctions,Low,0
2024-03-05,Sanctions,High,45
2024-03-06,KYC,Low,205
2024-03-06,KYC,High,10
2024-03-06,Payments,Low,29
2024-03-06,Payments,High,72
2024-03-06,Sanctions,Low,0
2024-03-06,Sanctions,High,28
2024-03-07,KYC,Low,172
2024-03-07,KYC,High,23
2024-03-07,Payments,Low,33
2024-03-07,Payments,High,94
2024-03-07,Sanctions,Low,5
2024-03-07,Sanctions,High,182
2024-03-08,KYC,Low,176
2024-03-08,KYC,High,22
2024-03-08,Payments,Low,49
2024-03-08,Payments,High,178
2024-03-08,Sanctions,Low,0
2024-03-08,Sanctions,High,25
2024-03-09,KYC,Low,133
2024-03-09,KYC,High,19
2024-03-09,Payments,Low,27
2024-03-09,Payments,High,77
2024-03-09,Sanctions,Low,3
2024-03-09,Sanctions,High,40
2024-03-10,KYC,Low,151
2024-03-10,KYC,High,21
2024-03-10,Payments,Low,17
2024-03-10,Payments,High,66
2024-03-10,Sanctions,Low,0
2024-03-10,Sanctions,High,47
2024-03-11,KYC,Low,156
2024-03-11,KYC,High,30
2024-03-11,Payments,Low,26
2024-03-11,Payments,High,102
2024-03-11,Sanctions,Low,0
2024-03-11,Sanctions,High,39
2024-03-12,KYC,Low,166
2024-03-12,KYC,High,24
2024-03-12,Payments,Low,25
2024-03-12,Payments,High,92
2024-03-12,Sanctions,Low,0
2024-03-12,Sanctions,High,33
2024-03-13,KYC,Low,168
2024-03-13,KYC,High,12
2024-03-13,Payments,Low,15
2024-03-13,Payments,High,84
2024-03-13,Sanctions,Low,0
2024-03-13,Sanctions,High,36
2024-03-14,KYC,Low,175
2024-03-14,KYC,High,26
2024-03-14,Payments,Low,27
2024-03-14,Payments,High,92
2024-03-14,Sanctions,Low,1
2024-03-14,Sanctions,High,35
2024-03-15,KYC,Low,181
2024-03-15,KYC,High,26
2024-03-15,Payments,Low,41
2024-03-15,Payments,High,140
2024-03-15,Sanctions,Low,0
2024-03-15,Sanctions,High,29
2024-03-16,KYC,Low,164
2024-03-16,KYC,High,18
2024-03-16,Payments,Low,19
2024-03-16,Payments,High,80
2024-03-16,Sanctions,Low,0
2024-03-16,Sanctions,High,44
2024-03-17,KYC,Low,164
2024-03-17,KYC,High,23
2024-03-17,Payments,Low,25
2024-03-17,Payments,High,87
2024-03-17,Sanctions,Low,0
2024-03-17,Sanctions,High,22
2024-03-18,KYC,Low,197
2024-03-18,KYC,High,18
2024-03-18,Payments,Low,21
2024-03-18,Payments,High,76
2024-03-18,Sanctions,Low,0
2024-03-18,Sanctions,High,36
2024-03-19,KYC,Low,202
2024-03-19,KYC,High,24
2024-03-19,Payments,Low,29
2024-03-19,Payments,High,94
2024-03-19,Sanctions,Low,0
2024-03-19,Sanctions,High,37
2024-03-20,KYC,Low,167
2024-03-20,KYC,High,25
2024-03-20,Payments,Low,20
2024-03-20,Payments,High,87
2024-03-20,Sanctions,Low,1
2024-03-20,Sanctions,High,34
2024-03-21,KYC,Low,171
2024-03-21,KYC,High,17
2024-03-21,Payments,Low,17
2024-03-21,Payments,High,79
2024-03-21,Sanctions,Low,0
2024-03-21,Sanctions,High,38
2024-03-22,KYC,Low,159
2024-03-22,KYC,High,21
2024-03-22,Payments,Low,50
2024-03-22,Payments,High,134
2024-03-22,Sanctions,Low,3
2024-03-22,Sanctions,High,36
2024-03-23,KYC,Low,177
2024-03-23,KYC,High,20
2024-03-23,Payments,Low,12
2024-03-23,Payments,High,75
2024-03-23,Sanctions,Low,1
2024-03-23,Sanctions,High,13
2024-03-24,KYC,Low,164
2024-03-24,KYC,High,24
2024-03-24,Payments,Low,18
2024-03-24,Payments,High,70
2024-03-24,Sanctions,Low,0
2024-03-24,Sanctions,High,38
2024-03-25,KYC,Low,190
2024-03-25,KYC,High,12
2024-03-25,Payments,Low,24
2024-03-25,Payments,High,69
2024-03-25,Sanctions,Low,0
2024-03-25,Sanctions,High,22
2024-03-26,KYC,Low,201
2024-03-26,KYC,High,18
2024-03-26,Payments,Low,28
2024-03-26,Payments,High,85
2024-03-26,Sanctions,Low,0
2024-03-26,Sanctions,High,34
2024-03-27,KYC,Low,159
2024-03-27,KYC,High,24
2024-03-27,Payments,Low,26
2024-03-27,Payments,High,101
2024-03-27,Sanctions,Low,1
2024-03-27,Sanctions,High,46
2024-03-28,KYC,Low,160
2024-03-28,KYC,High,15
2024-03-28,Payments,Low,25
2024-03-28,Payments,High,88
2024-03-28,Sanctions,Low,2
2024-03-28,Sanctions,High,34
2024-03-29,KYC,Low,159
2024-03-29,KYC,High,21
2024-03-29,Payments,Low,35
2024-03-29,Payments,High,141
2024-03-29,Sanctions,Low,1
2024-03-29,Sanctions,High,31
2024-03-30,KYC,Low,165
2024-03-30,KYC,High,18
2024-03-30,Payments,Low,28
2024-03-30,Payments,High,83
2024-03-30,Sanctions,Low,1
2024-03-30,Sanctions,High,40
2024-03-31,KYC,Low,140
2024-03-31,KYC,High,19
2024-03-31,Payments,Low,34
2024-03-31,Payments,High,124
2024-03-31,Sanctions,Low,0
2024-03-31,Sanctions,High,35
2024-04-01,KYC,Low,163
2024-04-01,KYC,High,20
2024-04-01,Payments,Low,26
2024-04-01,Payments,High,111
2024-04-01,Sanctions,Low,2
2024-04-01,Sanctions,High,46
2024-04-02,KYC,Low,210
2024-04-02,KYC,High,22
2024-04-02,Payments,Low,17
2024-04-02,Payments,High,82
2024-04-02,Sanctions,Low,1
2024-04-02,Sanctions,High,43
2024-04-03,KYC,Low,182
2024-04-03,KYC,High,24
2024-04-03,Payments,Low,20
2024-04-03,Payments,High,96
2024-04-03,Sanctions,Low,0
2024-04-03,Sanctions,High,42
2024-04-04,KYC,Low,175
2024-04-04,KYC,High,29
2024-04-04,Payments,Low,29
2024-04-04,Payments,High,76
2024-04-04,Sanctions,Low,1
2024-04-04,Sanctions,High,35
2024-04-05,KYC,Low,186
2024-04-05,KYC,High,28
2024-04-05,Payments,Low,40
2024-04-05,Payments,High,139
2024-04-05,Sanctions,Low,0
2024-04-05,Sanctions,High,38
2024-04-06,KYC,Low,159
2024-04-06,KYC,High,14
2024-04-06,Payments,Low,27
2024-04-06,Payments,High,79
2024-04-06,Sanctions,Low,0
2024-04-06,Sanctions,High,29
2024-04-07,KYC,Low,174
2024-04-07,KYC,High,25
2024-04-07,Payments,Low,23
2024-04-07,Payments,High,81
2024-04-07,Sanctions,Low,0
2024-04-07,Sanctions,High,36
2024-04-08,KYC,Low,195
2024-04-08,KYC,High,26
2024-04-08,Payments,Low,27
2024-04-08,Payments,High,76
2024-04-08,Sanctions,Low,1
2024-04-08,Sanctions,High,38
2024-04-09,KYC,Low,177
2024-04-09,KYC,High,20
2024-04-09,Payments,Low,37
2024-04-09,Payments,High,89
2024-04-09,Sanctions,Low,1
2024-04-09,Sanctions,High,46
2024-04-10,KYC,Low,208
2024-04-10,KYC,High,22
2024-04-10,Payments,Low,24
2024-04-10,Payments,High,87
2024-04-10,Sanctions,Low,0
2024-04-10,Sanctions,High,32
2024-04-11,KYC,Low,174
2024-04-11,KYC,High,14
2024-04-11,Payments,Low,28
2024-04-11,Payments,High,79
2024-04-11,Sanctions,Low,3
2024-04-11,Sanctions,High,170
2024-04-12,KYC,Low,150
2024-04-12,KYC,High,16
2024-04-12,Payments,Low,46
2024-04-12,Payments,High,159
2024-04-12,Sanctions,Low,1
2024-04-12,Sanctions,High,36
2024-04-13,KYC,Low,176
2024-04-13,KYC,High,16
2024-04-13,Payments,Low,28
2024-04-13,Payments,High,92
2024-04-13,Sanctions,Low,0
2024-04-13,Sanctions,High,42
2024-04-14,KYC,Low,172
2024-04-14,KYC,High,17
2024-04-14,Payments,Low,19
2024-04-14,Payments,High,82
2024-04-14,Sanctions,Low,0
2024-04-14,Sanctions,High,30
2024-04-15,KYC,Low,190
2024-04-15,KYC,High,16
2024-04-15,Payments,Low,26
2024-04-15,Payments,High,94
2024-04-15,Sanctions,Low,0
2024-04-15,Sanctions,High,25
2024-04-16,KYC,Low,195
2024-04-16,KYC,High,26
2024-04-16,Payments,Low,27
2024-04-16,Payments,High,97
2024-04-16,Sanctions,Low,1
2024-04-16,Sanctions,High,40
2024-04-17,KYC,Low,198
2024-04-17,KYC,High,16
2024-04-17,Payments,Low,31
2024-04-17,Payments,High,77
2024-04-17,Sanctions,Low,0
2024-04-17,Sanctions,High,37
2024-04-18,KYC,Low,186
2024-04-18,KYC,High,25
2024-04-18,Payments,Low,27
2024-04-18,Payments,High,85
2024-04-18,Sanctions,Low,1
2024-04-18,Sanctions,High,32
2024-04-19,KYC,Low,154
2024-04-19,KYC,High,17
2024-04-19,Payments,Low,55
2024-04-19,Payments,High,146
2024-04-19,Sanctions,Low,1
2024-04-19,Sanctions,High,19
2024-04-20,KYC,Low,185
2024-04-20,KYC,High,16
2024-04-20,Payments,Low,20
2024-04-20,Payments,High,91
2024-04-20,Sanctions,Low,1
2024-04-20,Sanctions,High,42
2024-04-21,KYC,Low,164
2024-04-21,KYC,High,20
2024-04-21,Payments,Low,23
2024-04-21,Payments,High,87
2024-04-21,Sanctions,Low,0
2024-04-21,Sanctions,High,27
2024-04-22,KYC,Low,186
2024-04-22,KYC,High,20
2024-04-22,Payments,Low,17
2024-04-22,Payments,High,88
2024-04-22,Sanctions,Low,0
2024-04-22,Sanctions,High,35
2024-04-23,KYC,Low,198
2024-04-23,KYC,High,15
2024-04-23,Payments,Low,20
2024-04-23,Payments,High,96
2024-04-23,Sanctions,Low,1
2024-04-23,Sanctions,High,35
2024-04-24,KYC,Low,194
2024-04-24,KYC,High,24
2024-04-24,Payments,Low,16
2024-04-24,Payments,High,88
2024-04-24,Sanctions,Low,1
2024-04-24,Sanctions,High,49
2024-04-25,KYC,Low,185
2024-04-25,KYC,High,24
2024-04-25,Payments,Low,35
2024-04-25,Payments,High,86
2024-04-25,Sanctions,Low,0
2024-04-25,Sanctions,High,45
2024-04-26,KYC,Low,163
2024-04-26,KYC,High,18
2024-04-26,Payments,Low,38
2024-04-26,Payments,High,155
2024-04-26,Sanctions,Low,0
2024-04-26,Sanctions,High,37
2024-04-27,KYC,Low,150
2024-04-27,KYC,High,17
2024-04-27,Payments,Low,21
2024-04-27,Payments,High,78
2024-04-27,Sanctions,Low,0
2024-04-27,Sanctions,High,41
2024-04-28,KYC,Low,164
2024-04-28,KYC,High,24
2024-04-28,Payments,Low,25
2024-04-28,Payments,High,77
2024-04-28,Sanctions,Low,1
2024-04-28,Sanctions,High,28
2024-04-29,KYC,Low,170
2024-04-29,KYC,High,14
2024-04-29,Payments,Low,21
2024-04-29,Payments,High,78
2024-04-29,Sanctions,Low,0
2024-04-29,Sanctions,High,41
2024-04-30,KYC,Low,207
2024-04-30,KYC,High,21
2024-04-30,Payments,Low,48
2024-04-30,Payments,High,132
2024-04-30,Sanctions,Low,0
2024-04-30,Sanctions,High,39
2024-05-01,KYC,Low,171
2024-05-01,KYC,High,14
2024-05-01,Payments,Low,27
2024-05-01,Payments,High,80
2024-05-01,Sanctions,Low,2
2024-05-01,Sanctions,High,48
2024-05-02,KYC,Low,173
2024-05-02,KYC,High,23
2024-05-02,Payments,Low,25
2024-05-02,Payments,High,93
2024-05-02,Sanctions,Low,1
2024-05-02,Sanctions,High,32
2024-05-03,KYC,Low,164
2024-05-03,KYC,High,22
2024-05-03,Payments,Low,49
2024-05-03,Payments,High,160
2024-05-03,Sanctions,Low,0
2024-05-03,Sanctions,High,29
2024-05-04,KYC,Low,134
2024-05-04,KYC,High,13
2024-05-04,Payments,Low,17
2024-05-04,Payments,High,97
2024-05-04,Sanctions,Low,0
2024-05-04,Sanctions,High,30
2024-05-05,KYC,Low,171
2024-05-05,KYC,High,20
2024-05-05,Payments,Low,31
2024-05-05,Payments,High,95
2024-05-05,Sanctions,Low,2
2024-05-05,Sanctions,High,118
2024-05-06,KYC,Low,201
2024-05-06,KYC,High,13
2024-05-06,Payments,Low,18
2024-05-06,Payments,High,99
2024-05-06,Sanctions,Low,0
2024-05-06,Sanctions,High,38
2024-05-07,KYC,Low,206
2024-05-07,KYC,High,24
2024-05-07,Payments,Low,26
2024-05-07,Payments,High,70
2024-05-07,Sanctions,Low,0
2024-05-07,Sanctions,High,47
2024-05-08,KYC,Low,178
2024-05-08,KYC,High,22
2024-05-08,Payments,Low,30
2024-05-08,Payments,High,79
2024-05-08,Sanctions,Low,1
2024-05-08,Sanctions,High,41
2024-05-09,KYC,Low,177
2024-05-09,KYC,High,18
2024-05-09,Payments,Low,23
2024-05-09,Payments,High,72
2024-05-09,Sanctions,Low,2
2024-05-09,Sanctions,High,32
2024-05-10,KYC,Low,176
2024-05-10,KYC,High,26
2024-05-10,Payments,Low,54
2024-05-10,Payments,High,158
2024-05-10,Sanctions,Low,0
2024-05-10,Sanctions,High,49
2024-05-11,KYC,Low,187
2024-05-11,KYC,High,16
2024-05-11,Payments,Low,19
2024-05-11,Payments,High,92
2024-05-11,Sanctions,Low,0
2024-05-11,Sanctions,High,40
